neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review,distance_to_city_center
Queens,Flushing,40.75484,-73.82323,Private room,70,1,0,0.0,2,0,3025,16.129476255807276
Queens,Springfield Gardens,40.66257,-73.76514,Entire home/apt,113,2,55,2.5,1,297,8,21.11039710987134
Brooklyn,Bedford-Stuyvesant,40.69031,-73.93903,Entire home/apt,370,5,23,1.25,2,171,16,6.18639778654176
Brooklyn,Carroll Gardens,40.68227,-73.99948,Entire home/apt,150,30,5,0.44,1,79,125,3.4347904628140205
Queens,Ditmars Steinway,40.77156,-73.90521,Private room,60,1,48,2.27,8,128,187,10.726082925433712
Manhattan,Harlem,40.8233,-73.94461,Private room,65,1,26,1.18,1,0,423,13.320707249145007
Manhattan,Washington Heights,40.84434,-73.94229,Entire home/apt,103,4,18,0.84,1,0,227,15.566072149496843
Brooklyn,Crown Heights,40.67394,-73.94991,Private room,60,5,0,0.0,1,0,3025,6.410817540972665
Manhattan,Upper East Side,40.77751,-73.95575,Private room,65,4,10,0.46,1,0,584,8.345665583843077
Brooklyn,Williamsburg,40.71469,-73.93971,Private room,80,3,2,0.09,1,0,579,5.6053118372669575
Queens,Astoria,40.76759,-73.92463,Private room,50,1,142,6.44,1,115,18,9.179115649516095
Queens,Flushing,40.74893,-73.82046,Private room,60,1,39,1.79,6,359,16,16.179138705706553
Manhattan,Murray Hill,40.75091,-73.97597,Entire home/apt,0,3,0,0.0,1,0,3025,4.934136258776224
Brooklyn,Kensington,40.64674,-73.97947,Private room,137,3,5,0.23,3,0,188,7.671025431373971
Brooklyn,Sunset Park,40.66232,-73.9939,Entire home/apt,150,3,5,0.23,1,83,93,5.69824636744332
Manhattan,Washington Heights,40.84594,-73.94039,Private room,65,2,0,0.0,1,0,3025,15.78845531818447
Manhattan,Lower East Side,40.71818,-73.99015,Private room,120,1,72,3.38,2,50,10,1.4664766078882572
Manhattan,East Village,40.72232,-73.98055,Entire home/apt,225,14,1,0.05,1,0,569,2.3961756400687775
Brooklyn,Bushwick,40.69827,-73.92493,Private room,50,3,2,0.1,1,0,196,7.038545123590937
Manhattan,Murray Hill,40.74578,-73.97595,Entire home/apt,435,5,7,0.32,1,22,64,4.456169432608005
Manhattan,Chelsea,40.74063,-73.99998,Private room,100,2,4,0.19,1,0,617,3.1320506050934185
Brooklyn,Sunset Park,40.65157,-74.01089,Entire home/apt,150,5,47,2.26,1,76,7,6.8120099554687705
Staten Island,St. George,40.64123,-74.08169,Private room,85,2,0,0.0,2,356,3025,10.203680345218089
Brooklyn,Bath Beach,40.60303,-73.99596,Private room,69,2,45,2.05,1,324,15,12.219197410285147
Manhattan,Financial District,40.70903,-74.01401,Entire home/apt,235,30,0,0.0,33,351,3025,0.7958689318670019
Queens,Ditmars Steinway,40.77864,-73.91445,Private room,47,1,90,4.13,2,100,57,10.641565220356842
Manhattan,Hell's Kitchen,40.76888,-73.98639,Private room,134,2,1,0.11,3,316,282,6.444123744732285
Brooklyn,Greenpoint,40.71951,-73.95397,Entire home/apt,200,7,6,0.27,1,0,576,4.4589794343997005
Manhattan,Roosevelt Island,40.76846,-73.94461,Entire home/apt,150,4,1,0.05,1,0,555,8.06792276935979
Queens,Elmhurst,40.73742,-73.87027,Entire home/apt,99,4,5,0.23,2,5,603,11.788404169746071
Brooklyn,East Flatbush,40.63568,-73.94746,Private room,70,4,0,0.0,1,88,3025,9.891356715210234
Manhattan,Upper East Side,40.76798,-73.95274,Entire home/apt,148,1,68,3.09,1,98,22,7.601685164838136
Brooklyn,Bushwick,40.69814,-73.93033,Private room,30,14,2,0.11,2,180,199,6.598734446428443
Queens,Far Rockaway,40.5975,-73.7397,Entire home/apt,450,7,0,0.0,1,0,3025,25.90667937860349
Manhattan,Morningside Heights,40.814,-73.96228,Entire home/apt,150,2,3,0.14,1,0,618,11.828957408904545
Manhattan,Roosevelt Island,40.76322,-73.94899,Private room,50,28,0,0.0,1,0,3025,7.385029490402689
Queens,St. Albans,40.70791,-73.75625,Private room,45,1,30,1.37,1,0,262,21.11145699769133
Queens,Flushing,40.76376,-73.83094,Private room,55,1,40,1.83,4,342,44,15.83270441378062
Brooklyn,Bedford-Stuyvesant,40.69342,-73.95881,Private room,105,30,8,0.38,3,89,583,4.531726406399612
Manhattan,East Village,40.72793,-73.98876,Private room,85,1,44,2.01,1,19,26,2.223655669932035
Brooklyn,Fort Greene,40.69176,-73.97413,Entire home/apt,131,3,9,1.46,1,5,8,3.5656010204198405
Brooklyn,Park Slope,40.66803,-73.97869,Entire home/apt,169,4,6,0.56,1,16,114,5.481414115372276
Brooklyn,East Flatbush,40.64521,-73.94751,Private room,58,2,9,0.42,4,49,88,8.98818220489972
Bronx,Belmont,40.85362,-73.8896,Entire home/apt,140,2,71,3.45,1,291,16,18.468489772316335
Brooklyn,Fort Greene,40.69563,-73.97051,Entire home/apt,200,3,53,2.5,1,75,17,3.5540249550151812
Brooklyn,Bedford-Stuyvesant,40.69081,-73.92679,Private room,120,2,30,1.39,1,13,17,7.125774577805825
Brooklyn,Flatlands,40.62072,-73.93265,Private room,75,1,1,0.16,2,342,191,11.959271384381628
Brooklyn,Williamsburg,40.71168,-73.96338,Entire home/apt,99,3,2,0.09,1,0,652,3.6035384934427777
Brooklyn,Bushwick,40.70163,-73.92366,Entire home/apt,120,4,3,0.14,1,0,181,7.067951407260084
Brooklyn,Flatbush,40.64104,-73.96337,Private room,45,2,45,2.06,4,17,9,8.745929340473937
Queens,Flushing,40.76407,-73.83052,Private room,89,1,4,0.2,2,179,417,15.878121413976919
Manhattan,Murray Hill,40.74428,-73.97364,Entire home/apt,186,3,16,0.74,1,0,528,4.437804952111204
Queens,Astoria,40.75633,-73.92777,Private room,70,3,5,0.24,1,0,294,8.187538846712583
Queens,Springfield Gardens,40.66648,-73.76286,Entire home/apt,90,1,146,6.87,2,281,16,21.18617664482645
Brooklyn,Bushwick,40.69686,-73.91431,Private room,35,1,0,0.0,1,0,3025,7.948277789202907
Brooklyn,Clinton Hill,40.69027,-73.96796,Entire home/apt,134,2,17,0.8,1,0,55,4.073712488816906
Queens,Sunnyside,40.74205,-73.92394,Entire home/apt,99,30,7,0.39,1,38,69,7.655725990219413
Brooklyn,Canarsie,40.64399,-73.89315,Entire home/apt,85,7,11,0.64,1,1,290,12.223415292477217
Brooklyn,Bushwick,40.68833,-73.90691,Private room,80,3,60,2.79,4,336,17,8.804396910130617
Brooklyn,Bushwick,40.68868,-73.90598,Private room,45,3,79,3.67,4,312,15,8.867353146390839
Brooklyn,Bushwick,40.6871,-73.90546,Private room,110,3,26,1.21,4,347,16,8.963664045949534
Brooklyn,Williamsburg,40.71416,-73.95357,Entire home/apt,139,2,7,0.33,1,37,39,4.4328280944406755
Brooklyn,East Flatbush,40.65454,-73.91569,Entire home/apt,120,1,187,8.75,1,318,5,10.007059883387155
Manhattan,Upper East Side,40.77406,-73.94788,Entire home/apt,110,2,8,0.38,1,0,568,8.389021685036784
Manhattan,Theater District,40.75974,-73.98623,Private room,110,1,41,1.87,1,3,176,5.4736009867973605
Manhattan,Harlem,40.82876,-73.94538,Private room,38,8,20,0.97,1,26,44,13.857045140741217
Brooklyn,Kensington,40.64773,-73.97499,Private room,100,1,28,1.44,1,21,9,7.686745967735229
Brooklyn,Fort Greene,40.6931,-73.9723,Entire home/apt,250,3,6,0.27,1,0,228,3.591264276275243
Manhattan,Nolita,40.72234,-73.99625,Private room,110,7,0,0.0,1,0,3025,1.3420117140756684
Manhattan,East Village,40.7301,-73.98841,Entire home/apt,199,2,30,1.41,1,34,16,2.4288724259904417
Brooklyn,Bushwick,40.6838,-73.91015,Private room,40,1,8,0.36,1,0,250,8.717649389533861
Manhattan,Kips Bay,40.74395,-73.98049,Entire home/apt,195,3,9,0.42,1,47,25,4.07555861181625
Brooklyn,Crown Heights,40.66423,-73.94047,Private room,25,7,0,0.0,1,0,3025,7.731376844268115
Brooklyn,Bushwick,40.68157,-73.90547,Private room,52,2,84,3.93,1,310,9,9.177208917432266
Brooklyn,Bushwick,40.68949,-73.91763,Private room,75,3,3,0.14,8,352,188,7.904371939160126
Brooklyn,Bedford-Stuyvesant,40.69233,-73.94688,Entire home/apt,99,90,2,0.18,2,170,107,5.489162114371793
Brooklyn,Crown Heights,40.67145,-73.93007,Private room,55,5,6,0.28,1,0,102,7.891506902392185
Brooklyn,Williamsburg,40.711,-73.9387,Private room,54,6,1,0.07,2,0,445,5.690393023035583
Brooklyn,Bedford-Stuyvesant,40.68909,-73.95282,Private room,90,2,29,1.36,2,167,9,5.208906002920699
Brooklyn,Bedford-Stuyvesant,40.68475,-73.93589,Private room,50,3,1,0.05,1,0,605,6.69432837023427
Brooklyn,East Flatbush,40.64434,-73.94635,Private room,53,2,2,0.1,4,54,549,9.122874653432996
Brooklyn,East Flatbush,40.64516,-73.94751,Private room,59,2,10,0.47,4,41,38,8.992820313119461
Brooklyn,Williamsburg,40.70982,-73.95602,Private room,99,1,15,0.69,3,12,73,4.236315513121917
Manhattan,Murray Hill,40.74818,-73.98025,Entire home/apt,195,3,4,0.22,1,0,261,4.490894065495928
Brooklyn,East New York,40.6661,-73.87469,Entire home/apt,160,3,4,0.18,2,36,33,12.251220443664211
Manhattan,East Harlem,40.80012,-73.94549,Entire home/apt,250,4,7,0.33,1,0,76,10.960720725768834
Queens,Elmhurst,40.72859,-73.87276,Entire home/apt,150,2,10,0.46,1,89,189,11.39310085192878
Queens,Richmond Hill,40.69002,-73.83688,Private room,85,3,0,0.0,1,88,3025,14.515093331667652
Brooklyn,Prospect Heights,40.67525,-73.96408,Private room,45,2,1,0.05,1,0,655,5.471926539478541
Brooklyn,Crown Heights,40.67171,-73.93273,Entire home/apt,149,5,35,1.81,2,12,22,7.692589885558208
Brooklyn,Bushwick,40.70784,-73.92054,Private room,60,1,9,0.42,1,81,48,7.242554870795852
Queens,Flushing,40.72662,-73.80086,Entire home/apt,99,2,95,4.34,1,305,1,17.400207557611086
Brooklyn,Midwood,40.62518,-73.96316,Private room,65,2,2,0.09,2,0,286,10.382378775687416
Manhattan,Murray Hill,40.7488,-73.97844,Entire home/apt,225,30,1,1.0,49,311,16,4.626275778380325
Queens,Flushing,40.73565,-73.81591,Private room,36,1,0,0.0,1,89,3025,16.25895336535688
Brooklyn,Williamsburg,40.71835,-73.94999,Private room,79,30,15,0.69,6,333,366,4.772573055556882
Brooklyn,Williamsburg,40.71732,-73.95048,Private room,54,30,22,1.01,6,276,67,4.718019995135756
Brooklyn,Midwood,40.6229,-73.96169,Entire home/apt,79,1,0,0.0,1,0,3025,10.663080832771048
Brooklyn,Greenpoint,40.72588,-73.94531,Entire home/apt,145,3,23,1.06,1,13,35,5.32951625134565
Brooklyn,Park Slope,40.67858,-73.9812,Entire home/apt,300,30,51,2.33,1,75,39,4.339838781344171
Manhattan,Harlem,40.81248,-73.9526,Private room,58,1,9,3.0,1,248,9,11.952475929908543
Manhattan,East Village,40.7212,-73.98045,Private room,70,3,2,0.09,1,0,653,2.351731663640958
Brooklyn,Bedford-Stuyvesant,40.69512,-73.94946,Private room,50,4,5,0.23,1,0,73,5.165858498511379
Queens,Flushing,40.7469,-73.8179,Private room,55,1,77,3.58,6,365,16,16.335239999078038
Brooklyn,Bedford-Stuyvesant,40.68884,-73.92958,Entire home/apt,170,3,99,4.79,2,288,17,6.985187976134609
Brooklyn,Bedford-Stuyvesant,40.69049,-73.93014,Entire home/apt,124,2,91,4.4,2,272,18,6.873228052270511
Manhattan,Harlem,40.82881,-73.94566,Private room,40,3,6,0.28,2,0,613,13.853494381952341
Manhattan,Nolita,40.72408,-73.99381,Private room,111,1,51,2.39,3,56,30,1.6216938986878453
Queens,Ditmars Steinway,40.77618,-73.91741,Private room,75,2,38,1.81,2,0,215,10.272361449634174
Manhattan,Nolita,40.72169,-73.9965,Entire home/apt,325,2,8,0.37,1,86,260,1.2723664137512432
Manhattan,Midtown,40.76357,-73.98308,Private room,107,3,133,6.08,1,9,4,5.961084964716308
Bronx,Concourse,40.82453,-73.92563,Private room,60,1,16,0.74,1,0,554,14.141809701840282
Brooklyn,Bushwick,40.70073,-73.92913,Private room,60,3,4,0.2,1,0,560,6.632888058226632
Brooklyn,Bushwick,40.69808,-73.93022,Private room,60,2,76,4.03,1,234,3,6.609390938238178
Bronx,Mott Haven,40.81553,-73.92453,Entire home/apt,120,2,0,0.0,1,0,3025,13.321543222009108
Manhattan,East Village,40.72236,-73.97756,Entire home/apt,200,5,0,0.0,1,0,3025,2.627051578238057
Manhattan,Upper West Side,40.77867,-73.97914,Private room,135,7,8,0.82,1,363,23,7.658492150389404
Queens,Queens Village,40.72517,-73.76105,Shared room,41,1,11,0.51,2,125,36,20.74172542539809
Brooklyn,Fort Greene,40.68805,-73.97563,Entire home/apt,160,2,1,0.05,1,0,646,3.760582058856382
Brooklyn,Bedford-Stuyvesant,40.69321,-73.94207,Private room,80,3,5,0.23,1,0,108,5.824355794529139
Brooklyn,Bedford-Stuyvesant,40.68808,-73.9413,Private room,100,2,6,0.28,1,39,274,6.118490936194684
Queens,Bayside,40.76124,-73.76178,Private room,59,1,62,2.91,1,54,4,21.318745708751162
Bronx,Parkchester,40.84038,-73.85662,Entire home/apt,65,3,12,0.55,1,0,556,18.967004297156958
Brooklyn,Greenpoint,40.7366,-73.95656,Entire home/apt,225,4,0,0.0,1,159,3025,4.9428469034661155
Manhattan,SoHo,40.72709,-74.00447,Private room,175,3,20,1.08,2,239,8,1.5921396201449356
Manhattan,Inwood,40.86039,-73.92663,Entire home/apt,100,3,44,2.3,1,168,16,17.70613851568996
Brooklyn,Brooklyn Heights,40.69209,-73.99421,Private room,119,2,1,0.05,1,0,649,2.5063778341781062
Brooklyn,Bay Ridge,40.62938,-74.02976,Private room,30,3,0,0.0,1,27,3025,9.478921322669112
Manhattan,Greenwich Village,40.7315,-73.99393,Entire home/apt,400,30,0,0.0,1,90,3025,2.3134862492972648
Queens,Ridgewood,40.70863,-73.90249,Private room,32,1,62,2.91,1,0,188,8.759047120914417
Manhattan,West Village,40.73076,-74.00162,Entire home/apt,245,5,13,0.61,1,50,100,2.0284723593556913
Manhattan,Lower East Side,40.72066,-73.99229,Entire home/apt,700,3,14,0.65,1,258,83,1.4504421382078039
Manhattan,East Village,40.72561,-73.97953,Private room,90,2,41,1.91,3,0,8,2.6505565830182376
Manhattan,Washington Heights,40.85014,-73.93743,Private room,30,1,67,3.07,2,72,17,16.31296931594945
Manhattan,Financial District,40.70445,-74.01521,Entire home/apt,135,6,10,0.48,1,160,22,1.2105906362822576
Manhattan,Lower East Side,40.71832,-73.99287,Entire home/apt,200,1,15,0.72,1,29,10,1.267512954233091
Brooklyn,Bedford-Stuyvesant,40.69282,-73.96034,Entire home/apt,120,4,6,0.37,1,0,37,4.451210766122358
Brooklyn,Fort Greene,40.68634,-73.97388,Private room,119,1,14,0.64,2,78,35,4.0003942772814876
Manhattan,Gramercy,40.73247,-73.98297,Entire home/apt,196,2,47,2.26,1,6,21,2.925261190069868
Brooklyn,Greenpoint,40.71913,-73.95041,Private room,80,30,3,0.14,6,324,66,4.749402319969908
Queens,Flushing,40.74922,-73.81868,Private room,55,1,41,1.9,6,340,106,16.33276384761205
Queens,Forest Hills,40.73307,-73.85047,Entire home/apt,88,2,9,0.42,2,54,189,13.331589277158749
Manhattan,Upper West Side,40.77312,-73.98819,Private room,78,1,11,0.5,2,0,394,6.86529743971362
Manhattan,Washington Heights,40.84444,-73.93554,Private room,50,5,5,0.29,1,0,464,15.78229437302144
Manhattan,Hell's Kitchen,40.75994,-73.99073,Entire home/apt,215,2,28,1.28,1,6,22,5.391407405978417
Brooklyn,East New York,40.65894,-73.8921,Entire home/apt,300,2,24,3.29,1,294,16,11.334808828108693
Manhattan,Chelsea,40.75058,-73.99582,Entire home/apt,160,60,0,0.0,1,0,3025,4.282649549643288
Brooklyn,Gowanus,40.6801,-73.9866,Entire home/apt,250,1,18,0.85,2,0,583,3.984307438380754
Queens,Maspeth,40.72543,-73.89666,Entire home/apt,125,7,0,0.0,1,0,3025,9.34414234800652
Brooklyn,Bedford-Stuyvesant,40.68171,-73.94471,Entire home/apt,180,2,13,0.73,3,303,9,6.22525385100237
Manhattan,SoHo,40.72294,-73.99869,Entire home/apt,650,2,3,0.14,1,0,578,1.2843012905637468
Bronx,Williamsbridge,40.88192,-73.86186,Private room,60,1,70,3.55,1,283,18,22.376049444346943
Manhattan,SoHo,40.72391,-73.9975,Entire home/apt,695,3,0,0.0,1,1,3025,1.4275588998123023
Manhattan,Upper West Side,40.77536,-73.98952,Entire home/apt,280,30,9,1.4,25,341,37,7.085286665992126
Queens,Hollis,40.71455,-73.7613,Entire home/apt,100,1,3,0.14,1,0,612,20.677621444490686
Brooklyn,Crown Heights,40.67292,-73.94137,Entire home/apt,75,1,2,0.09,1,0,646,7.032413554917635
Brooklyn,Bedford-Stuyvesant,40.69012,-73.9257,Entire home/apt,135,2,89,4.14,2,139,4,7.238719723446336
Brooklyn,Bushwick,40.69835,-73.91644,Private room,50,2,57,2.68,3,18,16,7.736811693804933
Manhattan,Midtown,40.75029,-73.97142,Entire home/apt,175,30,2,0.15,10,161,307,5.08582234746245
Manhattan,SoHo,40.7215,-73.99894,Private room,80,21,0,0.0,1,0,3025,1.1354446138040286
Queens,Little Neck,40.75777,-73.72949,Private room,50,1,6,0.31,5,94,205,23.884928421640737
Queens,Ozone Park,40.68464,-73.84245,Entire home/apt,130,4,4,0.39,2,145,30,14.172082003190068
Brooklyn,Crown Heights,40.67071,-73.95381,Private room,70,4,8,0.37,1,6,412,6.427042329101026
Queens,Douglaston,40.75573,-73.72931,Private room,45,1,17,0.82,5,325,33,23.85384041210855
Manhattan,Upper West Side,40.78628,-73.97482,Private room,250,2,3,0.2,1,94,65,8.574245459849454
Manhattan,Hell's Kitchen,40.76181,-73.9905,Private room,155,1,62,2.87,4,307,37,5.59776760243087
Brooklyn,Prospect-Lefferts Gardens,40.65894,-73.95262,Entire home/apt,100,1,85,8.95,1,125,2,7.492293829736484
Brooklyn,Williamsburg,40.70911,-73.95288,Private room,76,2,79,4.56,1,349,15,4.507392854942273
Brooklyn,Crown Heights,40.67245,-73.94608,Entire home/apt,240,5,57,2.83,1,179,16,6.762314857032953
Brooklyn,Sunset Park,40.65331,-74.00814,Private room,80,4,0,0.0,1,0,3025,6.608709425512276
Brooklyn,Clinton Hill,40.68428,-73.96526,Private room,35,1,1,0.05,1,0,555,4.678284694502353
Brooklyn,Greenpoint,40.72386,-73.94085,Private room,50,4,1,0.05,1,0,643,5.640028261916358
Brooklyn,Bedford-Stuyvesant,40.69161,-73.94417,Private room,90,3,1,0.05,1,0,559,5.730807685693641
Brooklyn,Greenpoint,40.73465,-73.95314,Private room,65,2,32,1.51,1,70,52,5.082496617714673
Manhattan,East Village,40.72484,-73.9746,Private room,100,2,0,0.0,1,99,3025,2.970901029011564
Manhattan,Hell's Kitchen,40.76735,-73.98842,Private room,92,3,56,4.65,1,14,9,6.237053470528193
Manhattan,West Village,40.73427,-74.00798,Private room,425,1,0,0.0,1,125,3025,2.3900739837036924
Brooklyn,Bedford-Stuyvesant,40.68873,-73.93881,Private room,58,1,118,5.48,1,21,19,6.276166751409567
Manhattan,Washington Heights,40.84859,-73.93855,Entire home/apt,85,30,4,0.22,1,0,308,16.11854113920175
Manhattan,Nolita,40.72091,-73.99531,Entire home/apt,250,2,34,1.61,1,0,18,1.2755130001819064
Brooklyn,Carroll Gardens,40.68343,-73.99821,Entire home/apt,116,7,1,0.05,1,0,624,3.327273379376868
Brooklyn,Bushwick,40.69648,-73.92742,Entire home/apt,120,2,5,0.23,1,0,576,6.883621719001814
Manhattan,Upper East Side,40.7844,-73.9485,Private room,70,3,2,0.09,1,0,612,9.316756860581686
Brooklyn,Brownsville,40.66154,-73.91387,Private room,100,1,3,1.58,1,2,8,9.646445889433252
Queens,Long Island City,40.76191,-73.93092,Private room,76,2,43,2.02,1,8,16,8.364284379894189
Manhattan,Financial District,40.70949,-74.00973,Entire home/apt,150,1,103,4.79,1,7,17,0.48420306198256075
Brooklyn,Crown Heights,40.67467,-73.9469,Entire home/apt,100,5,2,0.66,1,0,79,6.548459337397235
Brooklyn,Bushwick,40.69878,-73.92194,Private room,75,4,2,0.1,1,0,620,7.27236580572606
Manhattan,Chelsea,40.74594,-73.99829,Entire home/apt,125,3,0,0.0,2,0,3025,3.7373461979187326
Brooklyn,Windsor Terrace,40.64816,-73.97279,Entire home/apt,120,15,3,0.16,1,0,91,7.707657674161627
Bronx,Norwood,40.87759,-73.88459,Private room,42,2,6,0.27,1,62,57,20.97321426148696
Brooklyn,Williamsburg,40.71209,-73.9571,Entire home/apt,349,1,2,0.14,3,105,135,4.132791191141523
Manhattan,Financial District,40.70424,-74.01564,Shared room,299,1,0,0.0,1,83,3025,1.2518803929616038
Bronx,Belmont,40.85444,-73.88462,Private room,30,3,5,0.23,2,361,328,18.77171513590352
Brooklyn,Brownsville,40.66819,-73.92394,Private room,70,2,5,0.25,2,46,65,8.523687587697943
Manhattan,Murray Hill,40.74685,-73.97892,Entire home/apt,1177,3,42,2.03,3,284,35,4.419379536312179
Manhattan,Hell's Kitchen,40.76892,-73.99016,Private room,110,3,2,0.09,1,0,518,6.374058527998255
Brooklyn,Williamsburg,40.71101,-73.96217,Private room,65,6,1,0.05,1,0,633,3.708985472497149
Brooklyn,East New York,40.65604,-73.88426,Private room,30,1,0,0.0,1,174,3025,12.068133824058553
Brooklyn,Bushwick,40.70393,-73.91427,Entire home/apt,120,2,1,0.05,1,0,638,7.813968379831462
Queens,Jamaica,40.68501,-73.79162,Private room,33,1,7,0.35,3,139,14,18.37965716187818
Queens,Ridgewood,40.69787,-73.90008,Private room,38,2,4,0.19,1,175,39,9.103417020138084
Queens,Springfield Gardens,40.66013,-73.77166,Entire home/apt,200,3,23,1.18,2,357,37,20.65479184953013
Manhattan,Chelsea,40.74881,-73.99375,Entire home/apt,790,2,42,1.99,1,36,8,4.130593478412039
Manhattan,Midtown,40.75614,-73.96706,Entire home/apt,225,5,30,1.4,1,0,251,5.829519649193505
Queens,Ditmars Steinway,40.77429,-73.92123,Private room,90,2,8,0.38,1,87,36,9.893862129276963
Queens,Ditmars Steinway,40.77839,-73.90866,Private room,100,2,1,0.05,1,0,566,10.983589788516205
Manhattan,SoHo,40.7228,-73.99799,Private room,99,2,35,1.62,2,129,152,1.3004688807929536
Queens,Long Island City,40.75599,-73.93415,Private room,55,1,76,3.56,9,229,33,7.735636802923834
Queens,Long Island City,40.75571,-73.9338,Private room,55,1,54,2.54,9,265,17,7.7396828733266485
Queens,Long Island City,40.7558,-73.93399,Private room,58,1,62,2.87,9,279,16,7.73320609857515
Brooklyn,Bedford-Stuyvesant,40.69155,-73.94736,Entire home/apt,97,15,8,0.39,1,0,187,5.488967218940733
Brooklyn,Bedford-Stuyvesant,40.68884,-73.93355,Entire home/apt,165,3,10,0.46,1,158,403,6.676182983114709
Manhattan,Upper West Side,40.77478,-73.97986,Entire home/apt,125,30,5,0.26,1,0,239,7.228240544156225
Brooklyn,Cypress Hills,40.67966,-73.89028,Entire home/apt,106,1,2,0.11,3,0,247,10.450127589154725
Queens,Flushing,40.74729,-73.81865,Private room,60,1,92,4.26,6,362,40,16.283701524746572
Brooklyn,Fort Hamilton,40.62053,-74.03942,Entire home/apt,99,2,28,1.36,1,69,16,10.62889857250534
Manhattan,Hell's Kitchen,40.76192,-73.9909,Entire home/apt,180,3,3,0.14,1,0,225,5.60185527037126
Manhattan,Harlem,40.80844,-73.9502,Entire home/apt,129,28,7,0.35,1,40,329,11.618966684859757
Manhattan,Hell's Kitchen,40.76007,-73.99078,Entire home/apt,160,7,3,0.15,1,0,185,5.404419129513807
Manhattan,Hell's Kitchen,40.76583,-73.98669,Private room,86,1,158,7.33,5,170,12,6.110619611447235
Brooklyn,Bushwick,40.7049,-73.92448,Private room,155,1,4,0.19,2,0,590,6.944427858024072
Brooklyn,Bedford-Stuyvesant,40.68779,-73.95347,Entire home/apt,185,2,50,2.34,1,14,9,5.236729836821714
Manhattan,Hell's Kitchen,40.76195,-73.99077,Private room,210,1,4,0.22,1,0,149,5.607608183337493
Manhattan,Harlem,40.80436,-73.95649,Private room,80,45,1,0.05,1,0,641,10.993620301959194
Manhattan,Hell's Kitchen,40.76269,-73.99364,Entire home/apt,130,30,4,0.23,20,272,160,5.637738342411817
Manhattan,East Harlem,40.79979,-73.94104,Entire home/apt,113,1,1,0.05,1,0,647,11.108987559230311
Brooklyn,Park Slope,40.67711,-73.98074,Entire home/apt,160,3,2,0.1,1,0,617,4.5017883117048685
Brooklyn,Williamsburg,40.7173,-73.96199,Entire home/apt,350,7,3,0.14,1,0,619,3.7521160308197965
Manhattan,Murray Hill,40.75008,-73.97655,Entire home/apt,222,30,2,0.15,50,364,346,4.829901104333891
Manhattan,Harlem,40.80752,-73.94994,Private room,65,6,9,0.42,2,333,19,11.534657943232585
Manhattan,East Harlem,40.79483,-73.93478,Private room,90,3,2,0.09,1,0,625,10.915714935704376
Manhattan,Harlem,40.80531,-73.94187,Private room,65,3,3,0.14,1,0,345,11.613019020655
Manhattan,Washington Heights,40.85117,-73.94344,Private room,55,3,66,3.05,1,251,16,16.24805033523043
Brooklyn,Sunset Park,40.6606,-73.99455,Entire home/apt,94,2,24,1.15,1,12,16,5.876949023188367
Manhattan,Kips Bay,40.74061,-73.97991,Entire home/apt,185,30,4,0.25,91,201,100,3.7941465201595177
Queens,Corona,40.74533,-73.86076,Private room,49,2,127,6.05,1,64,17,12.790422583687187
Manhattan,Lower East Side,40.71389,-73.98889,Private room,80,1,9,0.42,1,0,368,1.4508298270115885
Brooklyn,Canarsie,40.64008,-73.89302,Entire home/apt,139,2,64,3.11,1,358,8,12.508040719903125
Manhattan,East Harlem,40.80225,-73.94491,Private room,70,1,0,0.0,1,0,3025,11.192976559879575
Brooklyn,Crown Heights,40.6696,-73.94253,Entire home/apt,400,11,1,0.05,1,0,632,7.196944637255583
Queens,Howard Beach,40.65979,-73.8315,Private room,45,1,1,0.05,2,0,648,15.882186390167096
Manhattan,Washington Heights,40.83784,-73.94081,Private room,75,3,2,0.09,1,0,625,14.936459470775883
Manhattan,Chinatown,40.71587,-73.9989,Private room,100,2,1,0.05,1,0,636,0.6900313104270375
Manhattan,Greenwich Village,40.72801,-74.00105,Entire home/apt,150,80,18,0.87,1,182,85,1.7400557014163922
Brooklyn,Bedford-Stuyvesant,40.67865,-73.9126,Entire home/apt,100,2,115,5.38,1,225,5,8.757892712126827
Manhattan,Lower East Side,40.71808,-73.99147,Entire home/apt,139,2,2,0.1,1,0,581,1.3605522403857977
Bronx,Pelham Gardens,40.86506,-73.84295,Entire home/apt,40,2,37,1.81,1,35,69,21.80104028500941
Manhattan,Upper East Side,40.76139,-73.96222,Entire home/apt,80,30,4,0.26,8,272,152,6.541467567390713
Queens,Flushing,40.76604,-73.79442,Private room,100,1,34,1.65,2,189,251,18.823809313586626
Brooklyn,Williamsburg,40.71111,-73.94792,Private room,100,2,2,0.1,1,0,630,4.91136986523873
Brooklyn,Crown Heights,40.67701,-73.96249,Entire home/apt,150,2,53,2.49,1,160,34,5.414821723428285
Manhattan,Hell's Kitchen,40.76842,-73.99109,Entire home/apt,273,1,46,2.19,1,166,30,6.303620483148889
Manhattan,SoHo,40.72653,-74.00054,Entire home/apt,225,3,79,3.88,1,151,3,1.5929571497406947
Brooklyn,Sunset Park,40.64651,-74.01749,Entire home/apt,100,3,0,0.0,1,0,3025,7.425166686551342
Brooklyn,Downtown Brooklyn,40.69772,-73.98365,Entire home/apt,135,2,18,0.84,1,0,60,2.5242369698961684
